Common_Name,Genus,Species,Variety,Subspecies,PLANTS_Code
pitch pine,Pinus,rigida,NA,NA,PIRI
Indian longleaf pine,Pinus,roxburghii,NA,NA,PIRO2
gray or California foothill pine,Pinus,sabiniana,NA,NA,PISA2
pond pine,Pinus,serotina,NA,NA,PISE
southwestern white pine ,Pinus,strobiformis,NA,NA,PIST3
eastern white pine,Pinus,strobus,NA,NA,PIST
Scotch pine,Pinus,sylvestris,NA,NA,PISY
loblolly pine,Pinus,taeda,NA,NA,PITA
Japanese black pine,Pinus,thunbergii,NA,NA,PITH2
Torrey pine,Pinus,torreyana,NA,NA,PITO
Virginia pine,Pinus,virginiana,NA,NA,PIVI2
Washoe pine,Pinus,washoensis,NA,NA,PIWA
higuillo de hoja menuda,Piper,aduncum,NA,NA,PIAD
higuillo de limon,Piper,amalago,NA,NA,PIAM2
moth pepper,Piper,blattarum,NA,NA,PIBL
marigold pepper,Piper,marginatum,NA,NA,PIMA4
spanish elder,Piper,swartzianum,NA,NA,PISW
Waimea pipturus,Pipturus,albidus,NA,NA,PIAL2
soga,Pipturus,argenteus,NA,NA,PIAR8
stinkwood,Piscidia,carthagenensis,NA,NA,PICA5
fishpoison tree,Piscidia,piscipula,NA,NA,PIPI3
corcho bobo,Pisonia,albida,NA,NA,PIAL3
Australasian catchbirdtree,Pisonia,brunoniana,NA,NA,PIBR3
grand devils-claws,Pisonia,grandis,NA,NA,PIGR6
aulu,Pisonia,sandwicensis,NA,NA,PISA5
water mampoo,Pisonia,subcordata,NA,NA,PISU
umbrella catchbirdtree,Pisonia,umbellifera,NA,NA,PIUM2
Kauai catchbirdtree,Pisonia,wagneriana,NA,NA,PIWA2
Chinese pistache,Pistacia,chinensis,NA,NA,PICH4
monkeypod,Pithecellobium,dulce,NA,NA,PIDU
catclaw blackbead,Pithecellobium,unguis-cati,NA,NA,PIUN
Hawaii poisonberry tree,Pittosporum,argentifolium,NA,NA,PIAR4
hoawa,Pittosporum,confertiflorum,NA,NA,PICO4
kamal,Pittosporum,ferrugineum,NA,NA,PIFE3
Waianae Range cheesewood,Pittosporum,flocculosum,NA,NA,PIFL4
Waialeale cheesewood,Pittosporum,gayanum,NA,NA,PIGA2
Koolau Range cheesewood,Pittosporum,glabrum,NA,NA,PIGL4
hoawa,Pittosporum,halophilum,NA,NA,PIHA3
Hawaii cheesewood,Pittosporum,hawaiiense,NA,NA,PIHA4
Kona cheesewood,Pittosporum,hosmeri,NA,NA,PIHO
Kauai cheesewood,Pittosporum,kauaiense,NA,NA,PIKA3
"Mona cheesewood, Pittosporum",Pittosporum,monae,NA,NA,PIMO4
royal cheesewood,Pittosporum,napaliense,NA,NA,PINA
Taiwanese cheesewood,Pittosporum,pentandrum,NA,NA,PIPE8
cheesewood,Pittosporum,sppNA,NA,NA,PITTO
cream cheesewood,Pittosporum,terminalioides,NA,NA,PITE5
Japanese cheesewood,Pittosporum,tobira,NA,NA,PITO2
Australian cheesewood,Pittosporum,undulatum,NA,NA,PIUN2
cape cheesewood,Pittosporum,viridiflorum,NA,NA,PIVI5
alaa,Planchonella,garberi,NA,NA,PLGA2
alaa,Planchonella,grayana,NA,NA,PLGR11
alaa,Planchonella,linggensis,NA,NA,PLLI6
lalahag,Planchonella,obovata,NA,NA,PLOB5
mamalava,Planchonella,torricellensis,NA,NA,PLTO2
"water-elm, planertree",Planera,aquatica,NA,NA,PLAQ
London planetree,Platanus,hybrida,NA,NA,PLHY3
Mexican sycamore,Platanus,mexicana,NA,NA,PLME9
American sycamore,Platanus,occidentalis,NA,NA,PLOC
Oriental planetree,Platanus,orientalis,NA,NA,PLOR6
California sycamore,Platanus,racemosa,NA,NA,PLRA
Arizona sycamore,Platanus,wrightii,NA,NA,PLWR2
Oriental arborvitae,Platycladus,orientalis,NA,NA,PLOR80
Hawaii pilo kea,Platydesma,remyi,NA,NA,PLRE4
Maui pilo kea,Platydesma,spathulata,NA,NA,PLSP3
chupa gallo,Pleodendron,macranthum,NA,NA,PLMA6
golden hala pepe,Pleomele,aurea,NA,NA,PLAU2
Maui hala pepe,Pleomele,auwahiensis,NA,NA,PLAU5
Lanai hala pepe,Pleomele,fernaldii,NA,NA,PLFE
Waianae Range hala pepe,Pleomele,forbesii,NA,NA,PLFO2
royal hala pepe,Pleomele,halapepe,NA,NA,PLHA3
Hawaii hala pepe,Pleomele,hawaiiensis,NA,NA,PLHA4
nosegaytree,Plumeria,alba,NA,NA,PLAL
Singapore graveyard flower,Plumeria,obtusa,NA,NA,PLOB2
Plumeria obtusa,Plumeria,obtusa,obtusa,NA,PLOBO
templetree,Plumeria,rubra,NA,NA,PLRU2
yucca plum pine,Podocarpus,coriaceus,NA,NA,POCO3
yew plum pine,Podocarpus,macrophyllus,NA,NA,POMA32
Poitea florida,Poitea,florida,NA,NA,POFL20
violet tree,Polygala,cowellii,NA,NA,POCO5
crevajosa,Polygala,penaea,NA,NA,POPE13
bungaruau,Polyscias,grandifolia,NA,NA,POGR28
"panax, geranium aralia",Polyscias,guilfoylei,NA,NA,POGU
Polyscias macgillivrayi,Polyscias,macgillivrayi,NA,NA,POMA
bngei,Polyscias,nodosa,NA,NA,PONO10
tagitagi,Polyscias,samoensis,NA,NA,POSA27
shield aralia,Polyscias,scutellaria,NA,NA,POSC10
Polyscias,Polyscias,sppNA,NA,NA,POLYS4
tava,Pometia,pinnata,NA,NA,POPI12
kattai,Ponapea,hosinoi,NA,NA,POHO
Ponapea ledermanniana,Ponapea,ledermanniana,NA,NA,POLE21
kisaks,Pongamia,pinnata,NA,NA,POPI4
silver poplar,Populus,alba,NA,NA,POAL7
narrowleaf cottonwood,Populus,angustifolia,NA,NA,POAN3
balsam poplar,Populus,balsamifera,NA,NA,POBA2
black cottonwood,Populus,balsamifera,NA,trichocarpa,POBAT
eastern cottonwood,Populus,deltoides,NA,NA,PODE3
Fremont cottonwood,Populus,fremontii,NA,NA,POFR2
bigtooth aspen,Populus,grandidentata,NA,NA,POGR4
swamp cottonwood,Populus,heterophylla,NA,NA,POHE4
Lombardy poplar,Populus,nigra,NA,NA,PONI
quaking aspen,Populus,tremuloides,NA,NA,POTR5
Carolina poplar,Populus,x canadensis,NA,NA,POCA19
gray poplar,Populus,x canescens,NA,NA,POCA14
Abiu,Pouteria,caimito,NA,NA,POCA43
"elangel, chelangel",Pouteria,calcarea,NA,NA,POCA6
eggfruit,Pouteria,campechiana,NA,NA,POCA23
cocuyo,Pouteria,dictyoneura,NA,NA,PODI5
redmammee,Pouteria,hotteana,NA,NA,POHO4
bullytree,Pouteria,multiflora,NA,NA,POMU6
alaa,Pouteria,sandwicensis,NA,NA,POSA11
mammee sapote,Pouteria,sapota,NA,NA,POSA13
ahgao,Premna,obtusifolia,NA,NA,PROB
Premna pubescens,Premna,pubescens,NA,NA,PRPU5
aloalo,Premna,serratifolia,NA,NA,PRSE6
Prestoea acuminata,Prestoea,acuminata,NA,NA,PRACM
Hawaii pritchardia,Pritchardia,affinis,NA,NA,PRAF
Maui pritchardia,Pritchardia,arecina,NA,NA,PRAR2
Kilauea pritchardia,Pritchardia,beccariana,NA,NA,PRBE
MtNA Eke pritchardia,Pritchardia,forbesiana,NA,NA,PRFO
Makaleha pritchardia,Pritchardia,hardyi,NA,NA,PRHA2
loulu lelo,Pritchardia,hillebrandii,NA,NA,PRHI
Waianae Range pritchardia,Pritchardia,kaalae,NA,NA,PRKA
Lanai pritchardia,Pritchardia,lanaiensis,NA,NA,PRLA3
loulu,Pritchardia,lanigera,NA,NA,PRLA4
Limahuli Valley pritchardia,Pritchardia,limahuliensis,NA,NA,PRLI2
Molokai pritchardia,Pritchardia,lowreyana,NA,NA,PRLO2
Koolau Range pritchardia,Pritchardia,martii,NA,NA,PRMA5
Alakai Swamp pritchardia,Pritchardia,minor,NA,NA,PRMI3
Kamalo pritchardia,Pritchardia,munroi,NA,NA,PRMU3
fan palm,Pritchardia,pacifica,NA,NA,PRPA11
Waioli Valley pritchardia,Pritchardia,perlmanii,NA,NA,PRPE7
Nihoa pritchardia,Pritchardia,remota,NA,NA,PRRE
lands of papa pritchardia,Pritchardia,schattaueri,NA,NA,PRSC
pritchardia,Pritchardia,sppNA,NA,NA,PRITC
stickybud pritchardia,Pritchardia,viscosa,NA,NA,PRVI2
poleline pritchardia,Pritchardia,waialealeana,NA,NA,PRWA
guasimilla,Prockia,crucis,NA,NA,PRCR2
jand,Prosopis,cineraria,NA,NA,PRCI4
honey mesquite ,Prosopis,glandulosa,NA,NA,PRGL2
mesquite,Prosopis,juliflora,NA,NA,PRJU
kiawe,Prosopis,pallida,NA,NA,PRPA4
screwbean mesquite,Prosopis,pubescens,NA,NA,PRPU
velvet mesquite,Prosopis,velutina,NA,NA,PRVE
mesquite,Prosopis,spp,NA,NA,PROSO
Allegheny plum,Prunus,alleghaniensis,NA,NA,PRAL5
American plum,Prunus,americana,NA,NA,PRAM
apricot,Prunus,armeniaca,NA,NA,PRAR3
sweet cherry,Prunus,avium,NA,NA,PRAV
Carolina laurelcherry,Prunus,caroliniana,NA,NA,PRCA
cherry plum,Prunus,cerasifera,NA,NA,PRCE2
sour cherry,Prunus,cerasus,NA,NA,PRCE
European plum,Prunus,domestica,NA,NA,PRDO
sweet almond,Prunus,dulcis,NA,NA,PRDU
bitter cherry,Prunus,emarginata,NA,NA,PREM
cherry laurel,Prunus,laurocerasus,NA,NA,PRLA5
Mahaleb cherry,Prunus,mahaleb,NA,NA,PRMA
Mexican plum,Prunus,mexicana,NA,NA,PRME
West Indian cherry,Prunus,myrtifolia,NA,NA,PRMY
Canada plum,Prunus,nigra,NA,NA,PRNI
western cherry laurel,Prunus,occidentalis,NA,NA,PROC
pin cherry,Prunus,pensylvanica,NA,NA,PRPE2
peach,Prunus,persica,NA,NA,PRPE3
Japanese plum,Prunus,salicina,NA,NA,PRSA3
black cherry,Prunus,serotina,NA,NA,PRSE2
Prunus serotina,Prunus,serotina,NA,capuli,PRSEC
Japanese flowering cherry,Prunus,serrulata,NA,NA,PRSE3
cherry and plum sppNA,Prunus,sppNA,NA,NA,PRUNU
chokecherry,Prunus,virginiana,NA,NA,PRVI
Yoshino flowering cherry,Prunus,x yedoensis,NA,NA,PRYE
false breadnut,Pseudolmedia,spuria,NA,NA,PSSP2
Florida cherry palm,Pseudophoenix,sargentii,NA,NA,PSSA
bigcone Douglas-fir,Pseudotsuga,macrocarpa,NA,NA,PSMA
Douglas-fir,Pseudotsuga,menziesii,NA,NA,PSME
mountain guava,Psidium,amplexicaule,NA,NA,PSAM
strawberry guava,Psidium,cattleianum,NA,NA,PSCA
guava,Psidium,guajava,NA,NA,PSGU
Psidium longipes,Psidium,longipes,NA,NA,PSLOO
Sintenis' guava,Psidium,sintenisii,NA,NA,PSSI2
cachimbo-cumun,Psychotria,berteriana,NA,NA,PSBE
palo de cachimbo,Psychotria,brachiata,NA,NA,PSBR2
Browne's wild coffee,Psychotria,brownei,NA,NA,PSBR3
chimei,Psychotria,carolinensis,NA,NA,PSCA18
Psychotria cheathamiana,Psychotria,cheathamiana,NA,NA,PSCH4
Psychotria domingensis,Psychotria,domingensis,NA,NA,PSDO2
Koolau Range wild coffee,Psychotria,fauriei,NA,NA,PSFA
largeflower wild coffee,Psychotria,grandiflora,NA,NA,PSGR
cachimbo grande,Psychotria,grandis,NA,NA,PSGR2
Kauai wild coffee,Psychotria,greenwelliae,NA,NA,PSGR3
Waianae Range wild coffee,Psychotria,hathewayi,NA,NA,PSHA2
kopikoula,Psychotria,hawaiiensis,NA,NA,PSHA3
woodland wild coffee,Psychotria,hexandra,NA,NA,PSHE2
Oahu wild coffee,Psychotria,hexandra,NA,oahuensis,PSHEO
milolii kopiwai,Psychotria,hobdyi,NA,NA,PSHO
matalafi,Psychotria,insularum,NA,NA,PSIN10
kopiko kea,Psychotria,kaduana,NA,NA,PSKA
cachimbo de gato,Psychotria,maleolens,NA,NA,PSMA4
aplohkateng,Psychotria,mariana,NA,NA,PSYMAR
cachimbo de maricao,Psychotria,maricaensis,NA,NA,PSMA5
forest wild coffee,Psychotria,mariniana,NA,NA,PSMA6
opiko,Psychotria,mauiensis,NA,NA,PSMA7
floating balsamo,Psychotria,nutans,NA,NA,PSNU2
hairy wild coffee,Psychotria,pubescens,NA,NA,PSPU
Psychotria rhombocarpa,Psychotria,rhombocarpa,NA,NA,PSRH2
Psychotria rotensis,Psychotria,rotensis,NA,NA,PSRO2
wild coffee,Psychotria,sppNA,NA,NA,PSYCH
leatherleaf wild coffee,Psychotria,wawrae,NA,NA,PSWA2
Olasina,Psydrax,merrillii,NA,NA,CAME35
alahee,Psydrax,odorata,NA,NA,PSOD
Kauai pteralyxia,Pteralyxia,kauaiensis,NA,NA,PTKA
ridged pteralyxia,Pteralyxia,macrocarpa,NA,NA,PTMA
pterocarpus,Pterocarpus,indicus,NA,NA,PTIN2
Burma padauk,Pterocarpus,macrocarpus,NA,NA,PTMA7
Malabar kino,Pterocarpus,marsupium,NA,NA,PTMA3
dragonsblood tree,Pterocarpus,officinalis,NA,NA,PTOF
Chinese wingnut,Pterocarya,stenoptera,NA,NA,PTST80
Ptychococcus ledermannianus,Ptychococcus,ledermannianus,NA,NA,PTLE3
Macarthur feather palm,Ptychosperma,macarthuri,NA,NA,PTMA8
chesdbuuch,Ptychosperma,palauense,NA,NA,PTPA
pomegranate,Punica,granatum,NA,NA,PUGR2
Callery pear,Pyrus,calleryana,NA,NA,PYCA80
common pear,Pyrus,communis,NA,NA,PYCO
Chinese pear,Pyrus,pyrifolia,NA,NA,PYPY2
pear sppNA,Pyrus,SppNA,NA,NA,PYRUS
swizzlestick tree,Quararibea,turbinata,NA,NA,QUTU
sawtooth oak,Quercus,acutissima,NA,NA,QUAC80
California live oak,Quercus,agrifolia,NA,NA,QUAG
white oak,Quercus,alba,NA,NA,QUAL
Arizona white oak,Quercus,arizonica,NA,NA,QUAR
Arkansas oak,Quercus,arkansana,NA,NA,QUAR2
bastard white oak,Quercus,austrina,NA,NA,QUAU
swamp white oak,Quercus,bicolor,NA,NA,QUBI
Buckley oak,Quercus,buckleyi,NA,NA,QUBU2
European turkey oak,Quercus,cerris,NA,NA,QUCE
canyon live oak,Quercus,chrysolepis,NA,NA,QUCH2
scarlet oak,Quercus,coccinea,NA,NA,QUCO2
blue oak,Quercus,douglasii,NA,NA,QUDO
northern pin oak,Quercus,ellipsoidalis,NA,NA,QUEL
Emory oak,Quercus,emoryi,NA,NA,QUEM
Engelmann oak,Quercus,engelmannii,NA,NA,QUEN
southern red oak,Quercus,falcata,NA,NA,QUFA
Texas live oak,Quercus,fusiformis,NA,NA,QUFU
Gambel oak,Quercus,gambelii,NA,NA,QUGA
Oregon white oak,Quercus,garryana,NA,NA,QUGA4
sand live oak,Quercus,geminata,NA,NA,QUGE2
Georgia oak,Quercus,georgiana,NA,NA,QUGE
Chisos oak,Quercus,graciliformis,NA,NA,QUGR
Graves oak,Quercus,gravesii,NA,NA,QUGR2
gray oak,Quercus,grisea,NA,NA,QUGR3
Darlington oak,Quercus,hemisphaerica,NA,NA,QUHE2
silverleaf oak,Quercus,hypoleucoides,NA,NA,QUHY
holly oak,Quercus,ilex,NA,NA,QUIL2
scrub oak,Quercus,ilicifolia,NA,NA,QUIL
shingle oak,Quercus,imbricaria,NA,NA,QUIM
bluejack oak,Quercus,incana,NA,NA,QUIN
California black oak,Quercus,kelloggii,NA,NA,QUKE
Lacey oak,Quercus,laceyi,NA,NA,QULA
turkey oak,Quercus,laevis,NA,NA,QULA2
laurel oak,Quercus,laurifolia,NA,NA,QULA3
California white oak,Quercus,lobata,NA,NA,QULO
overcup oak,Quercus,lyrata,NA,NA,QULY
bur oak,Quercus,macrocarpa,NA,NA,QUMA2
dwarf post oak,Quercus,margarettiae,NA,NA,QUMA6
blackjack oak,Quercus,marilandica,NA,NA,QUMA3
swamp chestnut oak,Quercus,michauxii,NA,NA,QUMI
dwarf live oak,Quercus,minima,NA,NA,QUMI2
chinkapin oak,Quercus,muehlenbergii,NA,NA,QUMU
myrtle oak,Quercus,myrtifolia,NA,NA,QUMY
water oak,Quercus,nigra,NA,NA,QUNI
Mexican blue oak,Quercus,oblongifolia,NA,NA,QUOB
Oglethorpe oak,Quercus,oglethorpensis,NA,NA,QUOG
cherrybark oak,Quercus,pagoda,NA,NA,QUPA5
pin oak,Quercus,palustris,NA,NA,QUPA2
durmast oak,Quercus,petraea,NA,NA,QUPE2
willow oak,Quercus,phellos,NA,NA,QUPH
Mexican white oak,Quercus,polymorpha,NA,NA,QUPO2
dwarf chinkapin oak,Quercus,prinoides,NA,NA,QUPR
chestnut oak,Quercus,prinus,NA,NA,QUPR2
English oak,Quercus,robur,NA,NA,QURO2
robust oak,Quercus,robusta,NA,NA,QURO3
northern red oak,Quercus,rubra,NA,NA,QURU
netleaf oak,Quercus,rugosa,NA,NA,QURU4
Shumard oak,Quercus,shumardii,NA,NA,QUSH
Delta post oak,Quercus,similis,NA,NA,QUSI2
Durand oak,Quercus,sinuata,sinuata,NA,QUSIS
bastard oak,Quercus,sinuata,NA,NA,QUSI
bastard oak,Quercus,sinuata,breviloba,NA,QUSIB
post oak,Quercus,stellata,NA,NA,QUST
cork oak,Quercus,suber,NA,NA,QUSU5
lateleaf oak,Quercus,tardifolia,NA,NA,QUTA
Texas red oak,Quercus,texana,NA,NA,QUTE
sandpaper oak,Quercus,vaseyana,NA,NA,QUVA5
black oak,Quercus,velutina,NA,NA,QUVE
live oak,Quercus,virginiana,NA,NA,QUVI
interior live oak,Quercus,wislizeni,NA,NA,QUWI2
white indigoberry,Randia,aculeata,NA,NA,RAAC
togo vao,Rapanea,myricifolia,NA,NA,RAMY
omechidel,Rauvolfia,insularis,NA,NA,RAIN8
palo amargo,Rauvolfia,nitida,NA,NA,RANI2
devils-pepper,Rauvolfia,sandwicensis,NA,NA,RASA3
poison devils-pepper,Rauvolfia,vomitoria,NA,NA,RAVO
traveler's tree,Ravenala,madagascariensis,NA,NA,RAMA7
tortugo prieto,Ravenia,urbanii,NA,NA,RAUR
vi vao,Reynoldsia,lanutoensis,NA,NA,RELA
ohe makai,Reynoldsia,sandwicensis,NA,NA,RESA
guama,Reynosia,guama,NA,NA,REGU
Krug's darlingplum,Reynosia,krugii,NA,NA,REKR
sloe,Reynosia,uncinata,NA,NA,REUN
common buckthorn,Rhamnus,cathartica,NA,NA,RHCA3
Rheeda,Rheedia,edulis,NA,NA,RHED4
mangle,Rhizophora,apiculata,NA,NA,RHAP2
Rhizophora lamarckii,Rhizophora,lamarckii,NA,NA,RHLA12
American mangrove,Rhizophora,mangle,NA,NA,RHMA2
mangle hembra,Rhizophora,mucronata,NA,NA,RHMU
Rhizophora stylosa,Rhizophora,stylosa,NA,NA,RHST8
Rose Myrtle,Rhodomyrtus,tomentosa,NA,NA,RHTO10
African sumac,Rhus,lancea,NA,NA,RHLA11
prairie sumac,Rhus,lanceolata,NA,NA,RHLA3
neneleau,Rhus,sandwicensis,NA,NA,RHSA2
tavai,Rhus,taitensis,NA,NA,RHTA
castorbean,Ricinus,communis,NA,NA,RICO3
Rinorea carolinensis,Rinorea,carolinensis,NA,NA,RICA16
New Mexico locust,Robinia,neomexicana,NA,NA,RONE
black locust,Robinia,pseudoacacia,NA,NA,ROPS
greenheart ebony,Rochefortia,acanthophora,NA,NA,ROAC2
Rochefortia spinosa,Rochefortia,spinosa,NA,NA,ROSP8
Rollinia,Rollinia,deliciosa,NA,NA,RODE5
wild sugar apple,Rollinia,mucosa,NA,NA,ROMU3
cordobancillo,Rondeletia,inermis,NA,NA,ROIN4
cordobancillo peludo,Rondeletia,pilosa,NA,NA,ROPI3
Juan Tomas,Rondeletia,portoricensis,NA,NA,ROPO
Puerto Rico royal palm,Roystonea,borinquena,NA,NA,ROBO
Roystonea elata,Roystonea,elata,NA,NA,ROEL
royal palm,Roystonea,oleracea,NA,NA,ROOL
royal palm sppNA,Roystonea,sppNA,NA,NA,ROYST
Puerto Rico palmetto,Sabal,causiarum,NA,NA,SACA
Mexican palmetto,Sabal,mexicana,NA,NA,SAME8
cabbage palmetto,Sabal,palmetto,NA,NA,SAPA
white hogwood,Sagraea,umbrosa,NA,NA,SAUM3
white willow,Salix,alba,NA,NA,SAAL2
peachleaf willow,Salix,amygdaloides,NA,NA,SAAM2
coastal plain willow,Salix,caroliniana,NA,NA,SACA5
Elaeagnus willow,Salix,elaeagnos,NA,NA,SAEL
crack willow,Salix,fragilis,NA,NA,SAFR
Salix humboldtiana,Salix,humboldtiana,NA,NA,SAHU
arroyo willow,Salix,lasiolepis,NA,NA,SALA6
black willow,Salix,nigra,NA,NA,SANI
balsam willow,Salix,pyrifolia,NA,NA,SAPY
weeping willow,Salix,x sepulcralis,NA,NA,SASE10
"etkeam, cheskeam",Samadera,indica,NA,NA,SAIN13
raintree,Samanea,saman,NA,NA,SASA10
guayabilla,Samyda,dodecandra,NA,NA,SADO7
"santol, kechapi",Sandoricum,koetjape,NA,NA,SAKO4
sandalwood,Santalum,album,NA,NA,SAAL16
coastal sandalwood,Santalum,ellipticum,NA,NA,SAEL2
forest sandalwood,Santalum,freycinetianum,NA,NA,SAFR4
Haleakala sandalwood,Santalum,haleakalae,NA,NA,SAHA3
mountain sandalwood,Santalum,paniculatum,NA,NA,SAPA7
willowleaf sandalwood,Santalum,salicifolium,NA,NA,SASA8
lonomea,Sapindus,oahuense,NA,NA,SAOA3
western soapberry,Sapindus,saponaria,drummondii,NA,SASAD
wingleaf soapberry,Sapindus,saponaria,NA,NA,SASA4
vitiensis,Sapindus,vitiensis,NA,NA,SAVI17
gumtree,Sapium,glandulosum,NA,NA,SAGL5
hinchahuevos,Sapium,laurifolium,NA,NA,SALA25
milktree,Sapium,laurocerasus,NA,NA,SALA8
uunu,Sarcopygme,pacifica,NA,NA,SAPA35
sassafras,Sassafras,albidum,NA,NA,SAAL5
amansa guapo,Savia,sessiliflora,NA,NA,SASE6
Florida boxwood,Schaefferia,frutescens,NA,NA,SCFR
"octopus tree, schefflera",Schefflera,actinophylla,NA,NA,SCAC2
yuquilla,Schefflera,gleasonii,NA,NA,SCGL6
Schefflera kraemeri,Schefflera,kraemeri,NA,NA,SCKR2
matchwood,Schefflera,morototonii,NA,NA,SCMO10
samoensis,Schefflera,samoensis,NA,NA,SCSA10
Peruvian peppertree,Schinus,molle,NA,NA,SCMO
Brazilian peppertree,Schinus,terebinthifolius,NA,NA,SCTE
Brazilian firetree,Schizolobium,parahybum,NA,NA,SCPA23
lac tree,Schleichera,oleosa,NA,NA,SCOL3
Schleinitzia fosbergii,Schleinitzia,fosbergii,NA,NA,SCFO2
arana,Schoepfia,arenaria,NA,NA,SCAR2
white beefwood,Schoepfia,obovata,NA,NA,SCOB
gulf graytwig,Schoepfia,schreberi,NA,NA,SCSC3
kuat,Scyphiphora,hydrophyllacea,NA,NA,SCHY5
poumuli,Securinega,flexuosa,NA,NA,SEFL9
"poison tree, panew",Semecarpus,kraemeri,NA,NA,SEKR3
tonget,Semecarpus,venenosa,NA,NA,SEVE4
emperor's candlesticks,Senna,alata,NA,NA,SEAL4
flor de San Jose,Senna,atomaria,NA,NA,SEAT3
Gaudichauds senna,Senna,gaudichaudii,NA,NA,SEGA2
false sicklepod,Senna,multijuga,NA,NA,SEMU5
valamuerto,Senna,pendula,NA,NA,SEPE4
retama prieta,Senna,polyphylla,NA,NA,SEPO5
senna,Senna,septemtrionalis,NA,NA,SESE13
Siamese cassia,Senna,siamea,NA,NA,SESI3
casia amarilla,Senna,spectabilis,NA,NA,SESP9
senna,Senna,sppNA,NA,NA,SENNA
Senna sulfurea,Senna,sulfurea,NA,NA,SESU10
glossy shower,Senna,surattensis,NA,NA,SESU4
redwood,Sequoia,sempervirens,NA,NA,SESE3
giant sequoia,Sequoiadendron,giganteum,NA,NA,SEGI2
ukall,Serianthes,kanehirae,NA,NA,SEKA2
"hayun lago, trongkon guafi",Serianthes,nelsonii,NA,NA,SENE9
vegetable hummingbird,Sesbania,grandiflora,NA,NA,SEGR5
Egyptian riverhemp,Sesbania,sesban,NA,NA,SESE8
Shirakiopsis indica,Shirakiopsis,indica,NA,NA,SHIN
saffron plum,Sideroxylon,celastrinum,NA,NA,SICE2
espejuelo,Sideroxylon,cubense,NA,NA,SICU7
false mastic,Sideroxylon,foetidissimum,NA,NA,SIFO
Tamaulipan Coma,Sideroxylon,laetevirens,NA,NA,SILA4
"chittamwood, gum bumelia",Sideroxylon,lanuginosum,NA,lanuginosum,SILAL3
buckthorn bully,Sideroxylon,lycioides,NA,NA,SILY
breakbill,Sideroxylon,obovatum,NA,NA,SIOB
Bully tree,Sideroxylon,persimile,NA,NA,SIPE11
Puerto Rico bully,Sideroxylon,portoricense,NA,NA,SIPO3
"white bully, willow bustic",Sideroxylon,salicifolium,NA,NA,SISA6
